index,mean,std,percentile,name,meanhue,std hue
380,165.2732056,7.98523019,0.090957143,C:\opencv\whitecolor\Images\White Diamond 110107888315\White Diamond 110107888315\110107888315\2015-06-23_13.14\93.JPG,0.004386007,0.031935143
381,164.9890046,8.512406454,0.091596429,C:\opencv\whitecolor\Images\White Diamond 110107888315\White Diamond 110107888315\110107888315\2015-06-23_13.14\94.JPG,0.00518324,0.040592146
382,163.7924193,11.13600641,0.092528571,C:\opencv\whitecolor\Images\White Diamond 110107888315\White Diamond 110107888315\110107888315\2015-06-23_13.14\95.JPG,0.029329281,0.21197777
383,164.2706039,9.488359416,0.093732143,C:\opencv\whitecolor\Images\White Diamond 110107888315\White Diamond 110107888315\110107888315\2015-06-23_13.14\96.JPG,0.005229031,0.055828806
384,163.956103,10.15235572,0.093075,C:\opencv\whitecolor\Images\White Diamond 110107888315\White Diamond 110107888315\110107888315\2015-06-23_13.14\97.JPG,0.007479903,0.078877875
385,163.9629912,10.04558228,0.0938,C:\opencv\whitecolor\Images\White Diamond 110107888315\White Diamond 110107888315\110107888315\2015-06-23_13.14\98.JPG,0.010239094,0.096439981
386,164.5930237,9.119973222,0.093582143,C:\opencv\whitecolor\Images\White Diamond 110107888315\White Diamond 110107888315\110107888315\2015-06-23_13.14\99.JPG,0.004860492,0.042962897
387,185.8153792,8.378290526,0.050392857,C:\opencv\whitecolor\Images\White Diamond 110107890783\White Diamond 110107890783\110107890783\2015-07-14_13.47\0.JPG,0.014973686,0.054878251
388,184.3988312,8.215621929,0.094114286,C:\opencv\whitecolor\Images\White Diamond 110107890783\White Diamond 110107890783\110107890783\2015-07-14_13.47\1.JPG,0.012689493,0.037823569
389,184.8162827,7.642797424,0.108046429,C:\opencv\whitecolor\Images\White Diamond 110107890783\White Diamond 110107890783\110107890783\2015-07-14_13.47\10.JPG,0.011004111,0.031285876
390,185.8074931,7.800074984,0.108957143,C:\opencv\whitecolor\Images\White Diamond 110107890783\White Diamond 110107890783\110107890783\2015-07-14_13.47\100.JPG,0.011924358,0.014475467
