index,mean,std,percentile,name,mean hue,std hue
0,173.794453210341,20.6553022413696,0.05885,C:\opencv\nonwhite\0\0\0_CV006_StoneImage112_2017-12-22_174149.JPG,0.0663711061091606,0.339814977098108
1,175.265497429695,18.6806634991449,0.0590535714285714,C:\opencv\nonwhite\0\0\0_CV006_StoneImage36_2017-12-22_174149.JPG,0.0312108012338493,0.227859674793984
2,173.738004707586,21.4863549378304,0.059175,C:\opencv\nonwhite\0\0\0_CV006_StoneImage74_2017-12-22_174149.JPG,0.0467390179325828,0.27555895685705
3,172.636001208094,23.6269156100226,0.059125,C:\opencv\nonwhite\0\0\0_CV019_StoneImage112_2018-03-14_045607.JPG,0.0767117126024193,0.363378660400708
4,174.141110356327,23.3862164858673,0.0578321428571429,C:\opencv\nonwhite\0\0\0_CV019_StoneImage36_2018-03-14_045607.JPG,0.0701336191759114,0.337681997610217
5,166.610869165184,26.1675923830098,0.058225,C:\opencv\nonwhite\0\0\0_CV019_StoneImage74_2018-03-14_045607.JPG,0.12738070959397,0.453372408827586
6,175.22847429139,22.5642760614576,0.106848979591837,C:\opencv\nonwhite\0\0\0_CV021_StoneImage112_2016-11-21_061322.JPG,0.0283093816451438,0.201874322621711
7,160.072282199347,23.8244778938192,0.14225,C:\opencv\nonwhite\0\0\0_CV021_StoneImage112_2020-03-04_145418.JPG,0.0979174129268946,0.412302873784965
8,173.621526178412,25.9459765487442,0.106334693877551,C:\opencv\nonwhite\0\0\0_CV021_StoneImage36_2016-11-21_061322.JPG,0.0551972731357498,0.292905524692417
9,159.834865050441,27.6248697499221,0.135235714285714,C:\opencv\nonwhite\0\0\0_CV021_StoneImage36_2020-03-04_145418.JPG,0.0954909194788628,0.409947932064033
10,167.677072202717,25.3050548625049,0.106955102040816,C:\opencv\nonwhite\0\0\0_CV021_StoneImage74_2016-11-21_061322.JPG,0.0904704203660895,0.394950365037104
11,160.039330218069,25.87011145182,0.146742857142857,C:\opencv\nonwhite\0\0\0_CV021_StoneImage74_2020-03-04_145418.JPG,0.0720382767063743,0.35687750027529
12,167.431576108939,22.2025847466405,0.0529785714285714,C:\opencv\nonwhite\0\0\0_CV022_StoneImage112_2016-11-24_092838.JPG,0.0880078932101403,0.390206993413911
13,170.459820538385,22.4549694679434,0.0537321428571429,C:\opencv\nonwhite\0\0\0_CV022_StoneImage36_2016-11-24_092838.JPG,0.0752640817785892,0.361294026358865
14,167.419845274134,20.458394270028,0.0530892857142857,C:\opencv\nonwhite\0\0\0_CV022_StoneImage74_2016-11-24_092838.JPG,0.0429340175262856,0.260672894706824
15,167.463045414069,23.9625661262548,0.0922464285714286,C:\opencv\nonwhite\0\0\0_CV033_StoneImage112_2016-06-15_040730.JPG,0.104899465930856,0.425546945716288
16,164.89918811805,27.2086081293777,0.0928178571428571,C:\opencv\nonwhite\0\0\0_CV033_StoneImage36_2016-06-15_040730.JPG,0.145977384620249,0.505189454912681
17,167.029200740626,23.8438664687112,0.0925857142857143,C:\opencv\nonwhite\0\0\0_CV033_StoneImage74_2016-06-15_040730.JPG,0.114536842025828,0.449527857953743
18,174.831628638867,18.2915020388191,0.00907857142857143,C:\opencv\nonwhite\0.0\0.0354\0.0354_CV018_StoneImage112_2016-11-23_045355.JPG,0.0589244350935541,0.316815515149963
19,179.037969779155,17.5237734017373,0.00921785714285714,C:\opencv\nonwhite\0.0\0.0354\0.0354_CV018_StoneImage36_2016-11-23_045355.JPG,0.0166782654672744,0.0989935174787799
20,178.820454545455,19.0744245659118,0.00942857142857143,C:\opencv\nonwhite\0.0\0.0354\0.0354_CV018_StoneImage74_2016-11-23_045355.JPG,0.0146338908211579,0.069275478678009
21,139.523217963197,32.8802112683705,0.0537607142857143,C:\opencv\nonwhite\0.4\0.44068\0.44068_CV001_StoneImage112_2019-11-26_183419.JPG,0.364131697655748,0.652713625787341
22,138.33878865115,30.7214171509644,0.0532464285714286,C:\opencv\nonwhite\0.4\0.44068\0.44068_CV001_StoneImage36_2019-11-26_183419.JPG,0.357764474815385,0.645539106170151
23,137.930850022833,31.9085909650958,0.0547464285714286,C:\opencv\nonwhite\0.4\0.44068\0.44068_CV001_StoneImage74_2019-11-26_183419.JPG,0.341506313871438,0.638507423379452
